id,question,answer,explanation,category,tags,source,note
TF-L-001,消防法上の危険物について、「消防法上の危険物とは、火災時に煙を出す物質をいう。」は正しい。,×,誤り。煙を出すかどうかは消防法上の危険物の定義ではない、消防法上の危険物は、消防法別表第一の品名欄に掲げる物品で、同表の区分に応じた性状を有するものをいう、すべての可燃物や液体可燃物が危険物になるわけではない。,法令・制度,TF-L-001;L-001;LAW-001;危険物の定義;消防法上の危険物の定義;基礎,消防法 別表第一（https://laws.e-gov.go.jp/law/323AC1000000186）,公開前確認待ち
TF-L-125,自衛消防組織の役割として、適切なものについて、「危険物の味を調べる。」は正しい。,×,誤り。味を調べてはならない、自衛消防組織は、火災等に備えた初期対応、通報、避難誘導などの体制に関係する。,法令・制度,TF-L-125;L-122;LAW-035;自衛消防組織;自衛消防組織の設置対象・役割;標準,消防法令：自衛消防組織,公開前確認待ち
TF-L-126,危険物の漏えいや火災が発生した場合の対応として、適切なものについて、「被害の拡大を防ぐため、応急措置や通報を行う。」は正しい。,○,正しい。危険物の漏えいや火災が発生した場合は、被害拡大防止のための応急措置、通報、避難などが重要である。,法令・制度,TF-L-126;L-032;LAW-036;事故時対応;災害発生時の応急措置;基礎,消防法令：危険物災害時の措置,公開前確認待ち
TF-L-127,危険物の流出事故が発生した場合の対応として、適切なものについて、「流出拡大を防ぎ、火気を避け、必要な通報を行う。」は正しい。,○,正しい。危険物の流出時は、流出拡大防止、火気厳禁、通報、回収などの応急措置が重要である。,法令・制度,TF-L-127;L-102;LAW-036;事故時対応;災害発生時の応急措置;基礎,消防法：事故時の応急措置,公開前確認待ち
TF-L-128,危険物火災が発生した場合の初期対応として、適切なものについて、「漏えいした危険物を下水へ流す。」は正しい。,×,誤り。下水へ流してはならない、危険物火災では、通報、避難、初期消火、周囲への注意喚起など、被害拡大を防ぐ対応が重要である。,法令・制度,TF-L-128;L-123;LAW-036;事故時対応;災害発生時の応急措置;基礎,消防法令：災害発生時の応急措置,公開前確認待ち
TF-L-129,危険物事故時の通報について、「被害拡大を防ぐため、必要な通報を行う。」は正しい。,○,正しい。危険物事故時は、被害拡大を防ぐため、必要な通報や応急措置を行う。,法令・制度,TF-L-129;L-184;LAW-036;事故時対応;災害発生時の応急措置;基礎,消防法令：事故時対応,公開前確認待ち
TF-L-130,危険物が河川や排水溝へ流出しそうな場合の対応として、適切なものについて、「流出拡大を防ぎ、必要な通報と回収を行う。」は正しい。,○,正しい。危険物の流出時は、拡大防止、通報、回収などの応急措置が重要である。,法令・制度,TF-L-130;L-204;LAW-036;事故時対応;災害発生時の応急措置;基礎,消防法令：事故時対応,公開前確認待ち
TF-L-131,危険物火災で避難が必要な場合の対応として、適切なものについて、「周囲に知らせ、通報し、安全を確保して避難する。」は正しい。,○,正しい。危険物火災では、通報、避難、初期対応、周囲への注意喚起が重要である。,法令・制度,TF-L-131;L-221;LAW-036;事故時対応;災害発生時の応急措置;基礎,消防法令：事故時対応,公開前確認待ち
TF-L-132,保安距離の目的として、最も適切なものについて、「火災や爆発時の影響を周囲の施設へ及ぼしにくくするためである。」は正しい。,○,正しい。保安距離は、火災や爆発などの事故が周囲に及ぼす影響を抑えるため、一定の対象物との距離を確保する考え方である。,法令・制度,TF-L-132;L-033;LAW-037;位置の基準;保安距離;基礎,危険物の規制に関する政令：位置の基準,公開前確認待ち
TF-L-133,保安距離が問題となる主な理由として、最も適切なものについて、「危険物の色を統一するため」は正しい。,×,誤り。色の統一ではない、保安距離は、危険物施設で火災や爆発が起きた場合に周囲への影響を小さくするための位置基準である。,法令・制度,TF-L-133;L-070;LAW-037;位置の基準;保安距離;標準,危険物の規制に関する政令：保安距離,公開前確認待ち
TF-L-134,保安距離と保有空地の整理について、「保安距離は周囲の保安対象物との距離、保有空地は施設周囲に確保する空地である。」は正しい。,○,正しい。保安距離は周囲の保安対象物との距離、保有空地は施設周囲に確保する空地であり、目的や位置づけが異なる。,法令・制度,TF-L-134;L-144;LAW-037;位置の基準;保安距離;標準,危険物の規制に関する政令：位置の基準,公開前確認待ち
TF-L-135,保安距離の対象となる考え方として近いものについて、「容器の色の違い」は正しい。,×,誤り。容器色ではない、保安距離は、周囲の保安対象物との安全上必要な距離に関係する。,法令・制度,TF-L-135;L-185;LAW-037;位置の基準;保安距離;標準,危険物の規制に関する政令：保安距離,公開前確認待ち
TF-L-136,保安距離が必要となる考え方として、最も適切なものについて、「火災・爆発時の周囲への影響を小さくするため。」は正しい。,○,正しい。保安距離は、危険物施設で火災・爆発が起きた場合に周囲への影響を小さくするための基準である。,法令・制度,TF-L-136;L-222;LAW-037;位置の基準;保安距離;標準,危険物の規制に関する政令：保安距離,公開前確認待ち
TF-L-137,保有空地の目的として、最も適切なものについて、「危険物を自由に投棄するためである。」は正しい。,×,誤り。危険物を投棄するためではない、保有空地は、火災時の延焼防止や消火活動のため、危険物施設の周囲に確保する空地である。,法令・制度,TF-L-137;L-034;LAW-038;位置の基準;保有空地;基礎,危険物の規制に関する政令：位置の基準,公開前確認待ち
TF-L-138,保有空地について、正しい説明について、「危険物施設の周囲に確保する空地で、延焼防止や消火活動に関係する。」は正しい。,○,正しい。保有空地は、危険物施設の周囲に確保する空地で、延焼防止や消火活動のために重要である。,法令・制度,TF-L-138;L-071;LAW-038;位置の基準;保有空地;標準,危険物の規制に関する政令：保有空地,公開前確認待ち
TF-L-139,保有空地を確保する目的について、「延焼防止や消火活動のため。」は正しい。,○,正しい。保有空地は、延焼防止や消火活動のために施設周囲に確保する空地である。,法令・制度,TF-L-139;L-186;LAW-038;位置の基準;保有空地;標準,危険物の規制に関する政令：保有空地,公開前確認待ち
TF-L-140,保有空地の説明について、「施設周囲に確保する空地で、延焼防止や消火活動に関係する。」は正しい。,○,正しい。保有空地は、危険物施設の周囲に確保する空地で、延焼防止や消火活動に関係する。,法令・制度,TF-L-140;L-223;LAW-038;位置の基準;保有空地;標準,危険物の規制に関する政令：保有空地,公開前確認待ち
TF-L-141,製造所等の標識・掲示板について、「法令に基づき、製造所等には標識や掲示板の設置が求められる場合がある。」は正しい。,○,正しい。製造所等では、危険物施設であることや注意事項を示すため、標識や掲示板の設置が求められる場合がある。,法令・制度,TF-L-141;L-018;LAW-039;標識・掲示板;標識・掲示板の設置;基礎,危険物の規制に関する政令・規則：標識・掲示板,公開前確認待ち
TF-L-142,危険物施設に標識や掲示板を設ける目的として、適切なものについて、「施設の種類や危険物の性質、注意事項を明示するため。」は正しい。,○,正しい。標識や掲示板は、施設の種類、危険物の性質、注意事項などを明示し、安全管理に役立てるために設けられる。,法令・制度,TF-L-142;L-103;LAW-039;標識・掲示板;標識・掲示板の設置;基礎,危険物の規制に関する規則：標識・掲示板,公開前確認待ち
TF-L-143,標識・掲示板の役割として、適切なものについて、「危険物施設であることや注意事項を示す役割がある。」は正しい。,○,正しい。標識・掲示板は、危険物施設であることや危険物の性質、注意事項を示す役割がある。,法令・制度,TF-L-143;L-145;LAW-039;標識・掲示板;標識・掲示板の設置;基礎,危険物の規制に関する規則：標識・掲示板,公開前確認待ち
TF-L-144,危険物施設の掲示板に表示される注意事項として、適切なものについて、「火気厳禁」は正しい。,○,正しい。危険物施設では、取り扱う危険物の性質に応じて、火気厳禁などの注意事項を掲示することがある。,法令・制度,TF-L-144;L-035;LAW-040;標識・掲示板;掲示内容・注意事項;基礎,危険物の規制に関する規則：標識・掲示板,公開前確認待ち
TF-L-145,第4類危険物を取り扱う施設の掲示内容として、適切なものについて、「水中保管必須」は正しい。,×,誤り。すべて水中保管するものではない、第4類危険物は引火性液体であり、火気を避けることが重要であるため、火気厳禁などの注意事項が関係する。,法令・制度,TF-L-145;L-072;LAW-040;標識・掲示板;掲示内容・注意事項;基礎,危険物の規制に関する規則：掲示板,公開前確認待ち
TF-L-146,第4類危険物施設の注意事項として自然なものについて、「下水放流可」は正しい。,×,誤り。下水へ流してはならない、第4類危険物は引火性液体であり、火気厳禁が重要である。,法令・制度,TF-L-146;L-187;LAW-040;標識・掲示板;掲示内容・注意事項;基礎,危険物の規制に関する規則：掲示板,公開前確認待ち
TF-L-147,危険物施設の消火設備について、「製造所等には、危険物の性質や施設の状況に応じた消火設備が求められる場合がある。」は正しい。,○,正しい。危険物施設では、危険物の性質や施設の状況に応じた消火設備が必要となる場合がある、水だけで足りるとは限らない。,法令・制度,TF-L-147;L-019;LAW-041;消火設備;消火設備の区分・設置;基礎,危険物の規制に関する政令・規則：消火設備,公開前確認待ち
TF-L-148,危険物施設に設置する消火設備について、「危険物施設では、必ず水だけで消火できる。」は正しい。,×,誤り。水だけでよいとは限らない、危険物施設では、危険物の種類や施設の規模・状況に応じて、必要な消火設備が定められる場合がある。,法令・制度,TF-L-148;L-073;LAW-041;消火設備;消火設備の区分・設置;標準,危険物の規制に関する政令・規則：消火設備,公開前確認待ち
TF-L-149,消火設備と警報設備の違いについて、「消火設備は消火に、警報設備は異常の知らせに関係する。」は正しい。,○,正しい。消火設備は火災の消火に関係し、警報設備は火災等の異常を知らせる設備である。,法令・制度,TF-L-149;L-124;LAW-041;消火設備;消火設備の区分・設置;基礎,危険物の規制に関する規則：消火設備・警報設備,公開前確認待ち
TF-L-150,危険物施設の消火設備を考える際に重要な観点について、「免状番号で選ぶこと。」は正しい。,×,誤り。免状番号ではない、消火設備は、危険物の性質や施設の規模などに応じて考える必要がある。,法令・制度,TF-L-150;L-205;LAW-041;消火設備;消火設備の区分・設置;標準,危険物の規制に関する規則：消火設備,公開前確認待ち
TF-L-151,警報設備の役割として、最も適切なものについて、「火災などの異常を知らせ、避難や初期対応につなげる。」は正しい。,○,正しい。警報設備は、火災などの異常を知らせ、避難や初期対応につなげるための設備である。,法令・制度,TF-L-151;L-074;LAW-042;警報設備等;警報設備・避難設備;基礎,危険物の規制に関する規則：警報設備,公開前確認待ち
TF-L-152,避難設備の役割として、適切なものについて、「危険物取扱者免状を印刷する設備である。」は正しい。,×,誤り。免状印刷設備ではない、避難設備は、火災等の際に安全な避難を助けるための設備である。,法令・制度,TF-L-152;L-104;LAW-042;警報設備等;警報設備・避難設備;基礎,危険物の規制に関する規則：避難設備,公開前確認待ち
TF-L-153,火災を知らせる設備として最も適切なものについて、「免状設備」は正しい。,×,誤り。免状設備という分類ではない、警報設備は、火災などの異常を知らせるための設備である。,法令・制度,TF-L-153;L-224;LAW-042;警報設備等;警報設備・避難設備;基礎,危険物の規制に関する規則：警報設備,公開前確認待ち
TF-L-154,屋内貯蔵所について、「危険物を建築物内で貯蔵する貯蔵所の一種である。」は正しい。,○,正しい。屋内貯蔵所は、危険物を建築物内で貯蔵する貯蔵所の一種で、移動タンク貯蔵所や給油取扱所とは異なる。,法令・制度,TF-L-154;L-036;LAW-043;貯蔵所基準;屋内貯蔵所の基準;基礎,危険物の規制に関する政令：屋内貯蔵所,公開前確認待ち
TF-L-155,屋内貯蔵所と屋内タンク貯蔵所の違いについて、「どちらも第6類危険物だけを扱う施設である。」は正しい。,×,誤り。第6類だけではない、屋内貯蔵所と屋内タンク貯蔵所は名称が似ているが、施設の形態が異なる。,法令・制度,TF-L-155;L-125;LAW-043;貯蔵所基準;屋内貯蔵所の基準;基礎,危険物の規制に関する政令：貯蔵所,公開前確認待ち
TF-L-156,屋内貯蔵所の説明について、「自動車に給油する取扱所である。」は正しい。,×,誤り。給油取扱所で、屋内貯蔵所は、建築物内で危険物を貯蔵する貯蔵所である。,法令・制度,TF-L-156;L-206;LAW-043;貯蔵所基準;屋内貯蔵所の基準;基礎,危険物の規制に関する政令：屋内貯蔵所,公開前確認待ち
TF-L-157,屋外貯蔵所について、「屋外で一定の危険物を貯蔵する貯蔵所の一種である。」は正しい。,○,正しい。屋外貯蔵所は、屋外で危険物を貯蔵する貯蔵所の一種で、給油取扱所や移送取扱所とは異なる。,法令・制度,TF-L-157;L-058;LAW-044;貯蔵所基準;屋外貯蔵所の基準;基礎,危険物の規制に関する政令：屋外貯蔵所,公開前確認待ち
TF-L-158,屋外貯蔵所と屋外タンク貯蔵所の違いについて、「どちらも販売取扱所の別名である。」は正しい。,×,誤り。販売取扱所ではない、屋外貯蔵所と屋外タンク貯蔵所は、いずれも貯蔵所だが、施設形態が異なる。,法令・制度,TF-L-158;L-126;LAW-044;貯蔵所基準;屋外貯蔵所の基準;基礎,危険物の規制に関する政令：貯蔵所,公開前確認待ち
TF-L-159,屋内タンク貯蔵所について、「屋内に設置したタンクで危険物を貯蔵する貯蔵所である。」は正しい。,○,正しい。屋内タンク貯蔵所は、屋内に設置されたタンクで危険物を貯蔵する貯蔵所である。,法令・制度,TF-L-159;L-059;LAW-045;貯蔵所基準;屋内タンク貯蔵所の基準;基礎,危険物の規制に関する政令：屋内タンク貯蔵所,公開前確認待ち
TF-L-160,屋外タンク貯蔵所について、「危険物の燃焼範囲を表す単位である。」は正しい。,×,誤り。燃焼範囲の単位ではない、屋外タンク貯蔵所は、屋外に設置されたタンクで危険物を貯蔵する貯蔵所である。,法令・制度,TF-L-160;L-060;LAW-046;貯蔵所基準;屋外タンク貯蔵所の基準;基礎,危険物の規制に関する政令：屋外タンク貯蔵所,公開前確認待ち
TF-L-161,地下タンク貯蔵所について、「移送取扱所の別名である。」は正しい。,×,誤り。移送取扱所ではない、地下タンク貯蔵所は、地盤面下に設置されたタンクで危険物を貯蔵する貯蔵所である。,法令・制度,TF-L-161;L-061;LAW-047;貯蔵所基準;地下タンク貯蔵所の基準;基礎,危険物の規制に関する政令：地下タンク貯蔵所,公開前確認待ち
TF-L-162,地下タンク貯蔵所で特に注意すべき事項として、適切なものについて、「危険物を地中に自由に放出する。」は正しい。,×,誤り。危険物を放出してはならない、地下タンク貯蔵所では、地下に設置されたタンクからの漏えい発見や防止が重要である。,法令・制度,TF-L-162;L-127;LAW-047;貯蔵所基準;地下タンク貯蔵所の基準;標準,危険物の規制に関する政令：地下タンク貯蔵所,公開前確認待ち
TF-L-163,地下タンク貯蔵所で漏えい管理が重要な理由として、適切なものについて、「火気使用が推奨されるため。」は正しい。,×,誤り。火気使用は危険である、地下タンク貯蔵所では、地下に設置されたタンクからの漏えい発見や防止が重要である。,法令・制度,TF-L-163;L-225;LAW-047;貯蔵所基準;地下タンク貯蔵所の基準;標準,危険物の規制に関する政令：地下タンク貯蔵所,公開前確認待ち
TF-L-164,簡易タンク貯蔵所について、「簡易タンクで危険物を貯蔵する貯蔵所の一種である。」は正しい。,○,正しい。簡易タンク貯蔵所は、簡易タンクで危険物を貯蔵する貯蔵所の一種である。,法令・制度,TF-L-164;L-062;LAW-048;貯蔵所基準;簡易タンク貯蔵所の基準;基礎,危険物の規制に関する政令：簡易タンク貯蔵所,公開前確認待ち
TF-L-165,移動タンク貯蔵所について、「固定給油設備により自動車へ給油する取扱所である。」は正しい。,×,誤り。給油取扱所の説明で、移動タンク貯蔵所は、タンクローリーのように車両に固定されたタンクで危険物を移送する貯蔵所である。,法令・制度,TF-L-165;L-037;LAW-049;貯蔵所基準;移動タンク貯蔵所の基準;基礎,危険物の規制に関する政令：移動タンク貯蔵所,公開前確認待ち
TF-L-166,「移動タンク貯蔵所の説明として、誤っているものはどれか。」という問いに対して、「常に給油取扱所に分類される。」を選ぶのは正しい。,○,誤り。移動タンク貯蔵所は給油取扱所ではなく貯蔵所で、移動タンク貯蔵所は貯蔵所の一種であり、給油取扱所ではない。,法令・制度,TF-L-166;L-105;LAW-049;貯蔵所基準;移動タンク貯蔵所の基準;標準,危険物の規制に関する政令：移動タンク貯蔵所,公開前確認待ち
TF-L-167,移動タンク貯蔵所の代表例として、最も近いものについて、「タンクローリー」は正しい。,○,正しい。移動タンク貯蔵所は、車両に固定されたタンクで危険物を移送する施設であり、タンクローリーが代表的なイメージである。,法令・制度,TF-L-167;L-207;LAW-049;貯蔵所基準;移動タンク貯蔵所の基準;標準,危険物の規制に関する政令：移動タンク貯蔵所,公開前確認待ち
TF-L-168,給油取扱所について、「危険物取扱者免状を交付する行政機関である。」は正しい。,×,誤り。給油取扱所は、自動車等へ給油するための取扱所であり、貯蔵所や免状交付機関ではない。,法令・制度,TF-L-168;L-038;LAW-050;取扱所基準;給油取扱所の基準;基礎,危険物の規制に関する政令：給油取扱所,公開前確認待ち
TF-L-169,給油取扱所で特に注意すべき事項として、適切なものについて、「火気管理、漏えい防止、静電気対策に注意する。」は正しい。,○,正しい。給油取扱所ではガソリン等の第4類危険物を扱うため、火気管理、漏えい防止、静電気対策が重要である。,法令・制度,TF-L-169;L-106;LAW-050;取扱所基準;給油取扱所の基準;基礎,危険物の規制に関する政令：給油取扱所,公開前確認待ち
TF-L-170,給油取扱所に該当する施設として最も近いものについて、「危険物取扱者試験会場」は正しい。,×,誤り。試験会場ではない、給油取扱所の代表的なイメージはガソリンスタンドである。,法令・制度,TF-L-170;L-208;LAW-050;取扱所基準;給油取扱所の基準;基礎,危険物の規制に関する政令：給油取扱所,公開前確認待ち
TF-L-171,給油取扱所で喫煙が危険な理由として、適切なものについて、「火気が可燃性蒸気の点火源となるおそれがあるため。」は正しい。,○,正しい。給油取扱所ではガソリン等の可燃性蒸気が発生するおそれがあり、喫煙などの火気は点火源となるため危険である。,法令・制度,TF-L-171;L-226;LAW-050;取扱所基準;給油取扱所の基準;基礎,危険物の規制に関する政令：給油取扱所,公開前確認待ち
TF-L-172,顧客に自ら給油等をさせる給油取扱所について、「火気を使用しながら給油することが推奨される。」は正しい。,×,誤り。給油時の火気使用は危険である、セルフ式給油取扱所では、顧客が自ら給油等を行うため、安全確保のための設備や監視体制などが重要となる。,法令・制度,TF-L-172;L-039;LAW-051;取扱所基準;セルフ式給油取扱所の基準;標準,危険物の規制に関する規則：顧客に自ら給油等をさせる給油取扱所,公開前確認待ち
TF-L-173,セルフ式給油取扱所の管理について、適切なものについて、「顧客の給油状況を監視し、安全確保を行う。」は正しい。,○,正しい。セルフ式給油取扱所では、顧客が自ら給油するため、監視や安全確保が重要である。,法令・制度,TF-L-173;L-107;LAW-051;取扱所基準;セルフ式給油取扱所の基準;標準,危険物の規制に関する規則：セルフ式給油取扱所,公開前確認待ち
TF-L-174,販売取扱所について、「容器入りの危険物を販売する取扱所である。」は正しい。,○,正しい。販売取扱所は、容器入りの危険物を販売する取扱所で、移動タンク貯蔵所や屋外タンク貯蔵所とは異なる。,法令・制度,TF-L-174;L-040;LAW-052;取扱所基準;販売取扱所の基準;基礎,危険物の規制に関する政令：販売取扱所,公開前確認待ち
TF-L-175,販売取扱所に関する説明について、「容器入り危険物を販売する取扱所である。」は正しい。,○,正しい。販売取扱所は、容器入りの危険物を販売する取扱所である。,法令・制度,TF-L-175;L-128;LAW-052;取扱所基準;販売取扱所の基準;基礎,危険物の規制に関する政令：販売取扱所,公開前確認待ち
TF-L-176,移送取扱所について、「配管などにより危険物を移送する取扱所である。」は正しい。,○,正しい。移送取扱所は、配管などにより危険物を移送する取扱所で、移動タンク貯蔵所とは異なる。,法令・制度,TF-L-176;L-041;LAW-053;取扱所基準;移送取扱所の基準;基礎,危険物の規制に関する政令：移送取扱所,公開前確認待ち
TF-L-177,移送取扱所と移動タンク貯蔵所の違いについて、「移送取扱所は配管等による移送、移動タンク貯蔵所は車両に固定されたタンクによる移送に関係する。」は正しい。,○,正しい。移送取扱所は配管等による危険物の移送、移動タンク貯蔵所は車両に固定されたタンクによる危険物の移送に関係する、両者は区別する。,法令・制度,TF-L-177;L-108;LAW-053;取扱所基準;移送取扱所の基準;標準,危険物の規制に関する政令：移送取扱所・移動タンク貯蔵所,公開前確認待ち
TF-L-178,配管により危険物を移送する施設について、「移動タンク貯蔵所」は正しい。,×,誤り。車両固定タンクによる貯蔵所である、配管などにより危険物を移送する施設は移送取扱所である。,法令・制度,TF-L-178;L-227;LAW-053;取扱所基準;移送取扱所の基準;基礎,危険物の規制に関する政令：移送取扱所,公開前確認待ち
TF-L-179,一般取扱所について、「給油取扱所、販売取扱所、移送取扱所以外で、危険物を取り扱う取扱所の一種である。」は正しい。,○,正しい。一般取扱所は、給油取扱所、販売取扱所、移送取扱所以外で危険物を取り扱う取扱所の一種である。,法令・制度,TF-L-179;L-057;LAW-054;取扱所基準;一般取扱所の基準;基礎,危険物の規制に関する政令：一般取扱所,公開前確認待ち
TF-L-180,一般取扱所に該当するものとして、最も適切なものについて、「危険物の指定数量を表示する表」は正しい。,×,誤り。指定数量表ではない、一般取扱所は、給油取扱所、販売取扱所、移送取扱所以外で危険物を取り扱う取扱所である。,法令・制度,TF-L-180;L-109;LAW-054;取扱所基準;一般取扱所の基準;基礎,危険物の規制に関する政令：一般取扱所,公開前確認待ち
TF-L-181,危険物の運搬について、適切でないものについて、「危険物の性質によっては、混載に注意する必要がある。」は正しい。,×,危険物の運搬では、容器、収納、積載方法などに基準がある。,法令・制度,TF-L-181;L-005;LAW-055;運搬;運搬容器・収納・積載方法;標準,危険物の規制に関する政令・規則の運搬基準,公開前確認待ち
TF-L-182,危険物の運搬容器について、「危険物の性質に応じた容器を用い、漏れや破損を防ぐ必要がある。」は正しい。,○,正しい。危険物の運搬では、危険物の性質に応じた容器を用い、漏れ、破損、転倒などを防止する必要がある。,法令・制度,TF-L-182;L-075;LAW-055;運搬;運搬容器・収納・積載方法;標準,危険物の規制に関する規則：運搬容器,公開前確認待ち
TF-L-183,危険物の積載方法として、適切な説明について、「容器を破損させやすいように積載する。」は正しい。,×,誤り。破損を防ぐ必要がある、危険物の運搬では、容器の転倒、落下、破損、漏れを防ぐように積載する必要がある。,法令・制度,TF-L-183;L-146;LAW-055;運搬;運搬容器・収納・積載方法;標準,危険物の規制に関する規則：運搬,公開前確認待ち
TF-L-184,危険物の運搬容器で重要な性能として、適切なものについて、「漏れや破損を防ぐこと。」は正しい。,○,正しい。危険物の運搬容器では、漏れや破損を防ぐことが重要である。,法令・制度,TF-L-184;L-209;LAW-055;運搬;運搬容器・収納・積載方法;標準,危険物の規制に関する規則：運搬容器,公開前確認待ち
TF-L-185,危険物運搬時に容器を固定する目的について、「可燃性蒸気を増やすため。」は正しい。,×,誤り。蒸気を増やすのは危険である、危険物運搬時には、容器の転倒、落下、破損、漏えいを防ぐことが重要である。,法令・制度,TF-L-185;L-228;LAW-055;運搬;運搬容器・収納・積載方法;基礎,危険物の規制に関する規則：運搬,公開前確認待ち
TF-L-186,危険物の運搬について、適切なものについて、「危険物の性質に応じて、表示、積載、混載などの基準に従う。」は正しい。,○,正しい。危険物の運搬では、危険物の性質に応じた表示、積載方法、混載制限などが問題となる、漏えい、火気、混載には注意が必要である。,法令・制度,TF-L-186;L-042;LAW-056;運搬;運搬時の表示・混載制限;標準,危険物の規制に関する政令・規則：運搬,公開前確認待ち
TF-L-187,危険物の混載について、「危険物の性質によっては、混載に制限がある。」は正しい。,○,正しい。危険物の運搬では、危険物の性質に応じて混載制限が問題となる場合がある。,法令・制度,TF-L-187;L-076;LAW-056;運搬;運搬時の表示・混載制限;標準,危険物の規制に関する規則：混載制限,公開前確認待ち
TF-L-188,危険物運搬時の表示に関する説明について、「危険物の種類や数量等に応じた表示が求められる場合がある。」は正しい。,○,正しい。危険物の運搬では、危険物の種類や数量等に応じて表示が求められる場合がある。,法令・制度,TF-L-188;L-147;LAW-056;運搬;運搬時の表示・混載制限;標準,危険物の規制に関する規則：運搬表示,公開前確認待ち
TF-L-189,運搬中の混載制限について、「第4類では常に無関係である。」は正しい。,×,誤り。第4類でも関係し得る、危険物の運搬では、危険物の性質に応じて混載が制限される場合がある。,法令・制度,TF-L-189;L-188;LAW-056;運搬;運搬時の表示・混載制限;標準,危険物の規制に関する規則：混載制限,公開前確認待ち
TF-L-190,移動タンク貯蔵所による危険物の移送について、適切なものについて、「移送中は、危険物の漏えいや火気に注意し、安全な方法で移送する。」は正しい。,○,正しい。移動タンク貯蔵所による移送では、漏えい、火気、静電気などに注意し、安全な方法で移送する必要がある。,法令・制度,TF-L-190;L-043;LAW-057;移送;移動タンク貯蔵所による移送基準;標準,危険物の規制に関する政令・規則：移送,公開前確認待ち
TF-L-191,移動タンク貯蔵所で危険物を移送する場合の注意として、適切なものについて、「移送中の漏えい、火気、静電気に注意する。」は正しい。,○,正しい。移動タンク貯蔵所で危険物を移送する場合、漏えい、火気、静電気などに注意して安全に移送する必要がある。,法令・制度,TF-L-191;L-077;LAW-057;移送;移動タンク貯蔵所による移送基準;標準,危険物の規制に関する政令・規則：移送,公開前確認待ち
TF-L-192,移動タンク貯蔵所の移送中事故で、適切な対応について、「可燃性蒸気をためるため換気を避ける。」は正しい。,×,誤り。可燃性蒸気をためてはならない、移送中の事故では、漏えい拡大防止、火気厳禁、通報などの対応が重要である。,法令・制度,TF-L-192;L-148;LAW-057;移送;移動タンク貯蔵所による移送基準;標準,危険物の規制に関する規則：移送,公開前確認待ち
TF-L-193,危険物の貯蔵または取扱いについて、適切なものについて、「危険物の性質に応じて、火気、漏えい、混触などに注意して取り扱う。」は正しい。,○,正しい。危険物はその性質に応じて、火気、漏えい、混触、温度管理などに注意して貯蔵・取扱いを行う必要がある。,法令・制度,TF-L-193;L-020;LAW-058;貯蔵・取扱基準;危険物の貯蔵・取扱いの共通基準;基礎,危険物の規制に関する政令・規則：貯蔵・取扱基準,公開前確認待ち
TF-L-194,危険物の貯蔵・取扱いについて、適切なものについて、「危険物の性質に応じて、火気、温度、漏えい、混触に注意する。」は正しい。,○,正しい。危険物はその性質に応じて、火気、温度、漏えい、混触などに注意して貯蔵・取扱いを行う必要がある。,法令・制度,TF-L-194;L-078;LAW-058;貯蔵・取扱基準;危険物の貯蔵・取扱いの共通基準;基礎,危険物の規制に関する政令・規則：貯蔵取扱基準,公開前確認待ち
TF-L-195,「危険物の貯蔵・取扱いで不適切なものはどれか。」という問いに対して、「換気。」を選ぶのは正しい。,×,誤り。換気は必要である、危険物の性質を無視して混触させると、火災や反応の危険がある、火気管理、漏えい防止、換気、温度管理は重要な対策である。,法令・制度,TF-L-195;L-149;LAW-058;貯蔵・取扱基準;危険物の貯蔵・取扱いの共通基準;基礎,危険物の規制に関する政令・規則：貯蔵取扱基準,公開前確認待ち
TF-L-196,危険物の貯蔵で適切な考え方について、「危険物の性質に応じて温度、火気、漏えいに注意する。」は正しい。,○,正しい。危険物は性質に応じ、温度、火気、漏えい、換気などに注意して貯蔵する。,法令・制度,TF-L-196;L-189;LAW-058;貯蔵・取扱基準;危険物の貯蔵・取扱いの共通基準;基礎,危険物の規制に関する政令・規則：貯蔵取扱基準,公開前確認待ち
TF-L-197,第4類危険物の容器を開放したまま放置することが不適切な理由について、「危険物が不燃性になるため。」は正しい。,×,誤り。不燃性にはならない、第4類危険物の容器を開放すると可燃性蒸気が発生・滞留しやすくなり、引火危険が高まる。,法令・制度,TF-L-197;L-229;LAW-058;貯蔵・取扱基準;危険物の貯蔵・取扱いの共通基準;基礎,危険物の規制に関する政令・規則：貯蔵取扱基準,公開前確認待ち
TF-L-198,第4類危険物を取り扱う場所での火災予防として、適切なものについて、「可燃性蒸気を確認するため、裸火を近づける。」は正しい。,×,誤り。裸火を近づけるのは危険で、第4類危険物では、火気を遠ざけ、静電気、漏えい、換気に注意することが火災予防上重要である。,法令・制度,TF-L-198;L-063;LAW-059;火災予防;火気・静電気・漏えい防止;基礎,第4類危険物の火災予防,公開前確認待ち
TF-L-199,「第4類危険物を扱う場所で避けるべき行為として、適切なものはどれか。」という問いに対して、「裸火の使用」を選ぶのは正しい。,○,正しい。第4類危険物を扱う場所では、可燃性蒸気への引火を避けるため、裸火の使用を避ける必要がある。,法令・制度,TF-L-199;L-129;LAW-059;火災予防;火気・静電気・漏えい防止;基礎,第4類危険物の火災予防,公開前確認待ち
