slug,genre,title,content_status,portfolio_block,intent_type,seo_tier,seo_score,auto_decision,merge_target,primary_keyword_hint,rationale,in_keep_core,field_id,field_match,is_custom_slug,expert_pass,slug_cluster,manual_decision,notes
final-mock-last-run,直前・当日,危険物取扱者試験（乙4）直前の最終演習,archived,F直前,do,A,8,skip,final-day-checklist,危険物取扱者試験（乙4）直前の最終演習,非公開（archived）,no,,n/a,no,no,other,,
final-scope-narrowing,直前・当日,危険物取扱者試験（乙4）直前の範囲の絞り方,archived,F直前,do,A,8,skip,final-day-checklist,危険物取扱者試験（乙4）直前の範囲の絞り方,非公開（archived）,no,,n/a,no,no,other,,
final-sleep-and-health,直前・当日,危険物取扱者試験（乙4）直前の睡眠と体調,archived,F直前,do,A,8,skip,final-day-checklist,危険物取扱者試験（乙4）直前の睡眠と体調,非公開（archived）,no,,n/a,no,no,other,,
final-week-prep,直前・当日,危険物取扱者試験（乙4）直前1週間の対策,archived,F直前,do,A,8,skip,final-day-checklist,危険物取扱者試験（乙4）直前1週間の対策,非公開（archived）,no,,n/a,no,no,other,,
mental-prep-exam-day,直前・当日,危険物取扱者試験（乙4）当日のメンタル対策,archived,F直前,do,A,8,skip,final-day-checklist,危険物取扱者試験（乙4）当日のメンタル対策,非公開（archived）,no,,n/a,no,no,other,,
career-after-qualification,注意点・更新,危険物取扱者試験（乙4）取得後のキャリアと活かし方,archived,G合格後,do,C,6,skip,exam-overview,危険物取扱者試験（乙4）取得後のキャリアと活かし方,非公開（archived）,no,,n/a,no,no,other,,
common-misconceptions,注意点・更新,危険物取扱者試験（乙4）のよくある誤解と正しい確認,archived,G合格後,do,C,6,skip,exam-overview,危険物取扱者試験（乙4）のよくある誤解と正しい確認,非公開（archived）,no,,n/a,no,no,other,,
difficulty-myths,注意点・更新,危険物取扱者試験（乙4）難易度の誤解,archived,G合格後,do,C,6,skip,exam-overview,危険物取扱者試験（乙4）難易度の誤解,非公開（archived）,no,,n/a,no,no,other,,
eligibility-myths,注意点・更新,危険物取扱者試験（乙4）受験資格の誤解,archived,G合格後,do,A,6,skip,exam-overview,危険物取扱者試験（乙4）受験資格の誤解,非公開（archived）,no,,n/a,no,no,other,,
exam-changes,注意点・更新,危険物取扱者試験（乙4）の制度・出題の変更,archived,G合格後,do,C,6,skip,syllabus-how-to-read,危険物取扱者試験（乙4）の制度・出題の変更,非公開（archived）,no,,n/a,no,no,other,,
fail-retry-plan,注意点・更新,危険物取扱者試験（乙4）不合格後の学習計画の立て方,archived,G合格後,do,C,6,skip,retake-strategy,危険物取扱者試験（乙4）不合格後の学習計画の立て方,非公開（archived）,no,,n/a,no,no,other,,
legal-revision-impact,注意点・更新,危険物取扱者試験（乙4）の法改正と学習への影響,archived,G合格後,do,C,6,skip,syllabus-how-to-read,危険物取扱者試験（乙4）の法改正と学習への影響,非公開（archived）,no,,n/a,no,no,other,,
official-info-update-habits,注意点・更新,危険物取扱者試験（乙4）の公式情報の定期確認,archived,G合格後,do,C,6,skip,syllabus-how-to-read,危険物取扱者試験（乙4）の公式情報の定期確認,非公開（archived）,no,,n/a,no,no,other,,
retake-schedule-adjustment,注意点・更新,危険物取扱者試験（乙4）再受験の日程調整,archived,G合格後,do,A,6,skip,retake-strategy,危険物取扱者試験（乙4）再受験の日程調整,非公開（archived）,no,,n/a,no,no,other,,
calculation-drill,用語ハブ活用法,危険物取扱者試験（乙4）の指定数量・倍数の演習,archived,H用語導線,know,C,4,skip,past-question-strategy,危険物取扱者試験（乙4）の指定数量・倍数の演習,非公開（archived）,no,,n/a,no,no,other,,
confusing-terms,用語ハブ活用法,危険物取扱者試験（乙4）で混同しやすい用語ペアと対策,archived,H用語導線,know,C,4,skip,glossary-how-to,危険物取扱者試験（乙4）で混同しやすい用語ペアと対策,非公開（archived）,no,,n/a,no,no,other,,
formula-memorization,用語ハブ活用法,危険物取扱者試験（乙4）の計算・公式の覚え方,archived,H用語導線,know,C,4,skip,study-plan,危険物取扱者試験（乙4）の計算・公式の覚え方,非公開（archived）,no,,n/a,no,no,other,,
glossary-study-method,用語ハブ活用法,危険物取扱者試験（乙4）の用語解説の使い方【演習後に戻る】,archived,H用語導線,know,C,4,skip,glossary-how-to,危険物取扱者試験（乙4）の用語解説の使い方【演習後に戻る】,非公開（archived）,no,,n/a,no,no,other,,
important-terms-list,用語ハブ活用法,危険物取扱者試験（乙4）の重要用語の押さえ方（頻出50語の選び方）,archived,H用語導線,know,C,4,skip,glossary-how-to,危険物取扱者試験（乙4）の重要用語の押さえ方（頻出50語の選び方）,非公開（archived）,no,,n/a,no,no,other,,
numbers-and-deadlines,用語ハブ活用法,危険物取扱者試験（乙4）の数字・期限の整理,archived,H用語導線,know,C,4,skip,glossary-how-to,危険物取扱者試験（乙4）の数字・期限の整理,非公開（archived）,no,,n/a,no,no,other,,
numeric-trap-choices,用語ハブ活用法,危険物取扱者試験（乙4）の数値問題の引っかけ,archived,H用語導線,know,C,4,skip,glossary-how-to,危険物取扱者試験（乙4）の数値問題の引っかけ,非公開（archived）,no,,n/a,no,no,other,,
rate-and-percentage,用語ハブ活用法,危険物取扱者試験（乙4）の割合・濃度の問題,archived,H用語導線,know,C,4,skip,glossary-how-to,危険物取扱者試験（乙4）の割合・濃度の問題,非公開（archived）,no,,n/a,no,no,other,,
related-terms-navigation,用語ハブ活用法,危険物取扱者試験（乙4）の関連用語での回遊学習,archived,H用語導線,know,C,4,skip,glossary-how-to,危険物取扱者試験（乙4）の関連用語での回遊学習,非公開（archived）,no,,n/a,no,no,other,,
terms-importance-levels,用語ハブ活用法,危険物取扱者試験（乙4）用語の重要度の見方,archived,H用語導線,know,C,4,skip,glossary-how-to,危険物取扱者試験（乙4）用語の重要度の見方,非公開（archived）,no,,n/a,no,no,other,,
terms-with-past-questions,用語ハブ活用法,危険物取扱者試験（乙4）の用語と過去問の併用,archived,H用語導線,know,C,4,skip,glossary-how-to,危険物取扱者試験（乙4）の用語と過去問の併用,非公開（archived）,no,,n/a,no,no,other,,
exam-schedule-by-region,受験・申込,危険物取扱者試験（乙4）の試験日一覧【都道府県別】,archived,I固有,do,A,42,skip,,危険物取扱者試験（乙4）の試験日一覧【都道府県別】,非公開（archived）,no,,n/a,yes,no,other,,
affiliate-qualification-support-service,受験・申込,危険物取扱者試験（乙種第4類）の受験サポートサービス,draft,Jアフィ,buy,A,62,skip,,危険物取扱者試験（乙種第4類）の受験サポートサービス,非公開（draft）,no,,n/a,no,no,affiliate,,
affiliate-beginner-material-set,学習計画,危険物取扱者試験（乙種第4類）初学者の教材セット,draft,Jアフィ,buy,B,56,skip,,危険物取扱者試験（乙種第4類）初学者の教材セット,非公開（draft）,no,,n/a,no,no,affiliate,,
affiliate-correspondence-course,独学対策,危険物取扱者試験（乙種第4類）の通信講座比較,draft,Jアフィ,buy,B,56,skip,,危険物取扱者試験（乙種第4類）の通信講座比較,非公開（draft）,no,,n/a,no,no,affiliate,,
affiliate-cram-school,独学対策,危険物取扱者試験（乙種第4類）の予備校・講座の選び方,draft,Jアフィ,buy,B,56,skip,,危険物取扱者試験（乙種第4類）の予備校・講座の選び方,非公開（draft）,no,,n/a,no,no,affiliate,,
affiliate-free-vs-paid-study,独学対策,危険物取扱者試験（乙種第4類）無料と有料教材の使い分け,draft,Jアフィ,buy,B,56,skip,,危険物取扱者試験（乙種第4類）無料と有料教材の使い分け,非公開（draft）,no,,n/a,no,no,affiliate,,
affiliate-retake-short-course,学習計画,危険物取扱者試験（乙種第4類）再受験者向け短期講座,draft,Jアフィ,buy,B,56,skip,,危険物取扱者試験（乙種第4類）再受験者向け短期講座,非公開（draft）,no,,n/a,no,no,affiliate,,
